Sample,Grain,Ca_apfu,Si_apfu,P_apfu,F_apfu,Cl_apfu,OH_apfu,Mn_apfu,Mg_apfu,Fe_apfu,Sr_apfu,Na_apfu,Ce_apfu,La_apfu,K_apfu,Y_apfu,S_apfu,Corr_Total_wt_pct,Net_Corr_Total_wt_pct,M_site_10,X_site_6,rmr0_1999,eCl_1999_apfu,rmr0_2007,eCl_2007_apfu
MU19-26,25,10.267,0.012,5.865,1.828,0.024,0.148,0.020,0.000,0.007,0.000,0.003,0.000,0.005,0.000,0.004,0.002,98.1,98.1,10.3,5.9,0.840,0.000,0.826,
MU19-26,26,10.190,0.005,5.903,1.701,0.012,0.287,0.011,0.001,0.003,0.000,0.010,0.000,0.003,0.000,0.003,0.004,98.6,98.7,10.2,5.9,0.844,-,0.011,
MU19-26,27,10.222,0.013,5.886,1.809,0.018,0.173,0.010,0.000,0.003,0.002,0.004,0.001,0.000,0.000,0.010,0.001,98.3,98.3,10.2,5.9,0.849,-,0.026,
MU19-26,28,10.253,0.009,5.871,1.835,0.015,0.149,0.010,0.003,0.002,0.000,0.001,0.001,0.004,0.002,0.007,0.006,98.4,98.4,10.3,5.9,0.851,-,0.032,
MU19-26,29,10.258,0.008,5.869,1.659,0.016,0.325,0.011,0.001,0.006,0.000,0.010,0.001,0.007,0.000,0.010,0.002,98.2,98.2,10.3,5.9,0.838,0.007,0.827,
MU19-26,30,10.246,0.017,5.858,1.992,0.022,0.000,0.013,0.001,0.002,0.000,0.005,0.000,0.001,0.000,0.014,0.011,98.2,98.3,10.3,5.9,0.855,-,0.045,
MU19-26,31,10.276,0.022,5.844,1.937,0.018,0.045,0.012,0.002,0.006,0.000,0.010,0.005,0.000,0.000,0.017,0.004,98.2,98.2,10.3,5.9,0.850,-,0.029,
MU19-26,32,10.224,0.014,5.880,1.799,0.025,0.176,0.014,0.004,0.005,0.000,0.004,0.001,0.000,0.000,0.010,0.002,98.1,98.2,10.2,5.9,0.842,-,0.007,
MU19-26,33,10.232,0.008,5.877,1.651,0.015,0.334,0.011,0.000,0.002,0.001,0.007,0.000,0.000,0.000,0.005,0.011,98.4,98.5,10.2,5.9,0.842,-,0.007,
MU19-26,34,10.243,0.014,5.872,1.876,0.019,0.105,0.009,0.000,0.005,0.000,0.007,0.000,0.001,0.000,0.011,0.004,98.3,98.4,10.3,5.9,0.850,-,0.029,
MU19-26,35,10.226,0.007,5.881,1.717,0.015,0.267,0.013,0.000,0.006,0.000,0.008,0.001,0.000,0.000,0.007,0.008,98.1,98.2,10.2,5.9,0.841,-,0.001,
MU19-28,1,10.204,0.000,5.868,1.897,0.086,0.017,0.056,0.000,0.010,0.000,0.029,0.006,0.000,0.000,0.012,0.006,98.5,98.6,10.3,5.9,0.813,0.074,0.799,
MU19-28,2,10.147,0.000,5.892,1.867,0.080,0.053,0.061,0.003,0.008,0.004,0.031,0.000,0.002,0.000,0.011,0.003,98.8,99.0,10.2,6.0,0.812,0.078,0.797,
MU19-28,3,10.081,0.000,5.912,1.965,0.093,0.000,0.064,0.002,0.009,0.004,0.037,0.001,0.001,0.000,0.017,0.004,99.0,99.1,10.2,6.0,0.809,0.086,0.791,
MU19-28,4,10.201,0.000,5.868,1.826,0.066,0.107,0.045,0.000,0.008,0.002,0.034,0.002,0.004,0.000,0.013,0.009,98.8,98.9,10.3,5.9,0.820,0.057,0.806,
MU19-28,5,10.180,0.000,5.858,1.825,0.075,0.100,0.045,0.002,0.009,0.003,0.046,0.005,0.000,0.002,0.017,0.020,98.4,98.5,10.3,5.9,0.815,0.069,0.802,
MU19-28,6,10.149,0.001,5.892,2.008,0.066,0.000,0.029,0.003,0.009,0.004,0.034,0.002,0.000,0.000,0.019,0.008,98.9,99.0,10.2,5.9,0.830,0.030,0.812,
MU19-28,7,10.121,0.000,5.896,1.942,0.082,0.000,0.064,0.001,0.010,0.003,0.029,0.003,0.000,0.000,0.011,0.008,99.4,99.5,10.2,6.0,0.810,0.081,0.795,
MU19-28,8,10.113,0.001,5.889,1.854,0.097,0.048,0.077,0.001,0.008,0.000,0.039,0.003,0.002,0.000,0.020,0.006,98.8,98.9,10.2,6.0,0.799,0.108,0.784,
MU19-28,9,10.044,0.000,5.926,1.926,0.090,0.000,0.048,0.002,0.010,0.001,0.036,0.001,0.003,0.001,0.015,0.011,99.0,99.2,10.1,6.0,0.815,0.070,0.800,
MU19-28,10,10.161,0.000,5.869,1.758,0.077,0.165,0.073,0.001,0.008,0.003,0.033,0.001,0.005,0.001,0.020,0.008,98.6,98.7,10.2,6.0,0.800,0.108,0.788,
MU19-28,11,10.075,0.001,5.912,1.983,0.088,0.000,0.059,0.003,0.012,0.002,0.038,0.003,0.001,0.000,0.017,0.006,99.2,99.3,10.2,6.0,0.807,0.089,0.792,
MU19-28,12,10.161,0.000,5.902,1.979,0.084,0.000,0.004,0.003,0.010,0.002,0.033,0.000,0.000,0.000,0.015,0.009,98.6,98.7,10.2,5.9,0.837,0.011,0.820,
MU19-28,13,10.178,0.001,5.906,1.721,0.140,0.139,0.047,0.000,0.003,0.002,0.000,0.002,0.000,0.000,0.001,0.000,99.6,99.8,10.2,6.0,0.811,0.079,0.799,
MU19-28,14,10.108,0.002,5.897,2.103,0.071,0.000,0.067,0.005,0.007,0.002,0.034,0.000,0.001,0.001,0.012,0.010,99.6,99.7,10.2,6.0,0.814,0.071,0.794,
MU19-28,15,10.150,0.003,5.903,2.119,0.065,0.000,0.011,0.001,0.007,0.002,0.033,0.002,0.001,0.000,0.013,0.009,98.5,98.6,10.2,5.9,0.841,-,0.003,
MU19-28,16,10.175,0.000,5.887,1.715,0.183,0.102,0.041,0.003,0.008,0.003,0.023,0.005,0.004,0.001,0.008,0.005,98.3,98.6,10.2,5.9,0.798,0.110,0.788,
MU19-28,17,10.224,0.002,5.871,1.664,0.082,0.254,0.041,0.000,0.003,0.003,0.017,0.001,0.001,0.000,0.005,0.009,98.5,98.6,10.3,5.9,0.819,0.060,0.808,
MU19-28,18,10.165,0.000,5.883,1.952,0.075,0.000,0.058,0.000,0.002,0.000,0.032,0.004,0.000,0.000,0.016,0.007,99.2,99.3,10.2,5.9,0.823,0.047,0.803,
MU19-28,19,10.109,0.005,5.902,1.821,0.061,0.118,0.044,0.001,0.007,0.000,0.026,0.005,0.003,0.001,0.012,0.010,99.3,99.4,10.2,6.0,0.822,0.052,0.808,
MU19-28,20,10.176,0.001,5.873,1.995,0.067,0.000,0.078,0.002,0.005,0.003,0.026,0.001,0.000,0.000,0.013,0.006,99.0,99.1,10.2,6.0,0.813,0.074,0.793,
MU19-28,21,10.054,0.001,5.920,1.665,0.072,0.264,0.066,0.003,0.005,0.002,0.034,0.000,0.000,0.000,0.010,0.012,99.4,99.5,10.1,6.0,0.805,0.096,0.794,
MU19-28,22,10.014,0.001,5.925,1.967,0.092,0.000,0.075,0.005,0.009,0.000,0.040,0.004,0.001,0.000,0.018,0.009,99.8,100.0,10.1,6.0,0.803,0.098,0.786,
MU19-28,23,10.091,0.004,5.901,1.819,0.081,0.100,0.084,0.004,0.013,0.002,0.029,0.002,0.002,0.000,0.011,0.003,98.9,99.0,10.2,6.0,0.792,0.125,0.781,
MU19-28,24,10.131,0.003,5.908,1.954,0.057,0.000,0.054,0.000,0.005,0.008,0.019,0.000,0.000,0.001,0.006,0.003,98.9,99.0,10.2,6.0,0.827,0.037,0.809,
MU19-28,25,10.072,0.000,5.934,1.821,0.104,0.076,0.015,0.004,0.011,0.000,0.030,0.001,0.000,0.001,0.016,0.007,99.0,99.2,10.1,6.0,0.824,0.046,0.812,
MU19-28,26,10.116,0.000,5.880,1.837,0.081,0.082,0.082,0.001,0.013,0.003,0.042,0.006,0.000,0.000,0.019,0.008,99.1,99.2,10.2,6.0,0.792,0.125,0.780,
MU19-28,27,10.197,0.038,5.820,1.854,0.021,0.125,0.046,0.000,0.003,0.000,0.013,0.003,0.000,0.000,0.006,0.036,99.1,99.1,10.2,5.9,0.835,0.016,0.818,
MU19-28,28,10.087,0.002,5.898,1.752,0.086,0.163,0.042,0.002,0.012,0.004,0.048,0.003,0.000,0.000,0.018,0.017,99.0,99.1,10.2,6.0,0.808,0.087,0.798,
MU19-28,29,9.945,0.002,5.985,1.795,0.059,0.146,0.031,0.000,0.002,0.004,0.027,0.001,0.001,0.002,0.011,0.006,100.4,100.5,10.0,6.0,0.833,0.021,0.817,
MU19-28,30,10.015,0.001,5.949,1.759,0.108,0.134,0.039,0.001,0.009,0.001,0.033,0.001,0.000,0.000,0.012,0.008,99.4,99.6,10.1,6.0,0.812,0.077,0.801,
MU19-29,1,10.082,0.000,5.928,2.202,0.012,0.000,0.032,0.003,0.006,0.001,0.027,0.000,0.000,0.000,0.017,0.006,99.4,99.4,10.1,6.0,0.843,-,0.008,
MU19-29,2,10.190,0.017,5.888,1.718,0.012,0.270,0.010,0.001,0.000,0.002,0.002,0.001,0.001,0.000,0.005,0.010,98.5,98.5,10.2,5.9,0.848,-,0.025,
MU19-29,3,10.117,0.005,5.910,2.271,0.015,0.000,0.039,0.003,0.015,0.002,0.025,0.000,0.000,0.000,0.014,0.002,99.0,99.0,10.2,6.0,0.829,0.033,0.810,
MU19-29,4,10.125,0.002,5.907,2.172,0.014,0.000,0.049,0.003,0.011,0.000,0.019,0.005,0.000,0.001,0.013,0.000,99.3,99.4,10.2,6.0,0.829,0.031,0.810,
MU19-29,5,10.209,0.008,5.903,2.067,0.006,0.000,0.003,0.000,0.002,0.000,0.000,0.005,0.003,0.000,0.000,0.001,99.1,99.1,10.2,5.9,0.863,-,0.071,
MU19-29,6,10.058,0.001,5.924,1.924,0.015,0.061,0.061,0.004,0.019,0.000,0.025,0.004,0.000,0.000,0.012,0.002,99.3,99.3,10.1,6.0,0.810,0.081,0.801,
MU19-29,7,10.121,0.002,5.906,1.941,0.012,0.047,0.045,0.002,0.019,0.000,0.024,0.001,0.000,0.000,0.012,0.004,99.1,99.1,10.2,6.0,0.820,0.056,0.810,
MU19-29,8,10.093,0.004,5.919,2.194,0.012,0.000,0.045,0.002,0.014,0.000,0.025,0.003,0.000,0.000,0.012,0.002,99.4,99.4,10.1,6.0,0.829,0.033,0.810,
MU19-29,9,10.018,0.003,5.951,1.966,0.016,0.018,0.046,0.001,0.012,0.000,0.023,0.000,0.001,0.000,0.015,0.001,99.5,99.6,10.1,6.0,0.829,0.032,0.814,
MU19-29,10,10.094,0.000,5.911,2.160,0.014,0.000,0.055,0.004,0.012,0.000,0.031,0.003,0.000,0.000,0.015,0.005,99.3,99.3,10.2,6.0,0.825,0.043,0.806,
MU19-29,11,10.113,0.002,5.906,1.960,0.013,0.027,0.052,0.003,0.010,0.003,0.024,0.000,0.001,0.000,0.013,0.005,98.7,98.7,10.2,6.0,0.828,0.034,0.812,
MU19-29,12,10.114,0.003,5.916,1.815,0.012,0.173,0.032,0.000,0.008,0.000,0.033,0.003,0.002,0.000,0.015,0.001,99.1,99.1,10.2,6.0,0.832,0.023,0.819,
MU19-29,13,10.056,0.003,5.936,1.869,0.012,0.119,0.042,0.002,0.013,0.002,0.023,0.003,0.002,0.000,0.009,0.003,99.3,99.3,10.1,6.0,0.826,0.040,0.814,
MU19-29,14,10.008,0.003,5.944,2.114,0.015,0.000,0.050,0.004,0.013,0.000,0.032,0.003,0.003,0.001,0.013,0.004,100.4,100.5,10.1,6.0,0.826,0.039,0.808,
MU19-29,15,10.084,0.002,5.922,2.021,0.015,0.000,0.046,0.003,0.013,0.000,0.022,0.002,0.000,0.000,0.012,0.004,99.2,99.2,10.1,6.0,0.829,0.032,0.813,
MU19-29,16,10.055,0.001,5.948,1.742,0.011,0.247,0.028,0.003,0.007,0.000,0.019,0.002,0.000,0.000,0.009,0.003,99.4,99.4,10.1,6.0,0.833,0.022,0.821,
MU19-29,17,10.068,0.003,5.927,1.945,0.014,0.041,0.041,0.005,0.012,0.000,0.029,0.001,0.000,0.001,0.012,0.005,99.6,99.6,10.1,6.0,0.830,0.029,0.815,
MU19-29,18,10.063,0.000,5.922,2.054,0.013,0.000,0.046,0.003,0.015,0.001,0.037,0.001,0.003,0.000,0.023,0.003,99.3,99.3,10.1,6.0,0.825,0.043,0.809,
MU19-29,19,10.043,0.001,5.940,1.942,0.015,0.044,0.043,0.001,0.009,0.000,0.030,0.004,0.000,0.000,0.016,0.003,99.5,99.5,10.1,6.0,0.832,0.023,0.816,
MU19-29,20,10.092,0.001,5.915,1.888,0.015,0.097,0.052,0.004,0.009,0.001,0.025,0.000,0.000,0.000,0.015,0.006,99.0,99.0,10.1,6.0,0.826,0.040,0.811,
MU19-29,21,10.047,0.000,5.931,1.941,0.016,0.044,0.053,0.005,0.013,0.000,0.028,0.003,0.000,0.000,0.011,0.006,99.9,100.0,10.1,6.0,0.823,0.047,0.809,
MU19-29,22,10.116,0.002,5.912,2.097,0.014,0.000,0.049,0.002,0.008,0.000,0.023,0.002,0.003,0.001,0.013,0.001,99.1,99.1,10.2,6.0,0.833,0.021,0.813,
MU19-29,23,10.087,0.000,5.930,2.086,0.014,0.000,0.044,0.004,0.006,0.000,0.023,0.001,0.000,0.000,0.011,0.003,98.9,98.9,10.1,6.0,0.839,0.005,0.817,
MU19-29,24,10.077,0.002,5.960,2.192,0.009,0.000,0.008,0.000,0.003,0.003,0.000,0.001,0.000,0.000,0.002,0.000,100.2,100.2,10.1,6.0,0.858,-,0.057,
MU19-29,25,10.072,0.003,5.932,2.099,0.012,0.000,0.035,0.005,0.006,0.002,0.022,0.004,0.002,0.000,0.011,0.003,99.5,99.5,10.1,6.0,0.841,-,0.003,
MU19-29,26,10.066,0.002,5.936,1.929,0.012,0.059,0.039,0.001,0.005,0.003,0.027,0.004,0.000,0.000,0.008,0.004,99.3,99.3,10.1,6.0,0.839,0.005,0.820,
MU19-29,27,10.070,0.000,5.935,2.027,0.010,0.000,0.030,0.001,0.006,0.000,0.027,0.004,0.002,0.001,0.018,0.002,99.4,99.5,10.1,6.0,0.843,-,0.009,
MU19-29,28,10.044,0.001,5.944,2.021,0.015,0.000,0.041,0.004,0.008,0.000,0.023,0.002,0.002,0.000,0.009,0.003,99.3,99.4,10.1,6.0,0.836,0.011,0.818,
MU19-29,29,10.060,0.002,5.933,1.889,0.012,0.099,0.037,0.000,0.008,0.001,0.034,0.003,0.001,0.000,0.019,0.002,99.4,99.4,10.1,6.0,0.833,0.020,0.818,
MU19-30,1,9.961,0.010,5.976,2.130,0.010,0.000,0.023,0.001,0.008,0.002,0.018,0.002,0.000,0.000,0.018,0.002,100.5,100.5,10.0,6.0,0.845,-,0.015,
MU19-30,2,9.938,0.049,5.934,1.969,0.010,0.021,0.024,0.002,0.006,0.000,0.014,0.008,0.004,0.000,0.043,0.003,100.2,100.2,10.0,6.0,0.844,-,0.011,
MU19-30,3,10.003,0.015,5.956,1.815,0.010,0.175,0.029,0.003,0.002,0.000,0.019,0.003,0.000,0.000,0.019,0.000,100.1,100.1,10.0,6.0,0.842,-,0.005,
MU19-30,4,10.018,0.020,5.944,2.191,0.009,0.000,0.018,0.000,0.005,0.003,0.028,0.003,0.001,0.000,0.014,0.005,100.2,100.3,10.1,6.0,0.851,-,0.033,
MU19-30,5,9.992,0.020,5.953,2.078,0.011,0.000,0.027,0.002,0.007,0.002,0.018,0.003,0.001,0.000,0.019,0.001,100.5,100.5,10.0,6.0,0.844,-,0.011,
MU19-30,6,9.964,0.020,5.968,2.258,0.008,0.000,0.020,0.000,0.005,0.001,0.017,0.004,0.000,0.001,0.023,0.000,100.7,100.7,10.0,6.0,0.849,-,0.027,
MU19-30,7,9.970,0.027,5.954,1.837,0.012,0.151,0.022,0.002,0.009,0.000,0.020,0.002,0.001,0.000,0.028,0.000,100.2,100.2,10.0,6.0,0.837,0.010,0.822,
MU19-30,8,9.952,0.009,5.983,1.783,0.009,0.208,0.025,0.002,0.006,0.001,0.016,0.002,0.001,0.001,0.012,0.002,100.3,100.3,10.0,6.0,0.838,0.007,0.824,
MU19-30,9,9.916,0.010,5.996,2.294,0.008,0.000,0.023,0.001,0.003,0.002,0.023,0.003,0.000,0.000,0.014,0.002,101.5,101.5,10.0,6.0,0.851,-,0.033,
MU19-30,10,10.046,0.008,5.942,2.047,0.010,0.000,0.025,0.000,0.005,0.002,0.018,0.000,0.006,0.000,0.015,0.004,100.0,100.0,10.1,6.0,0.848,-,0.023,
MU19-30,11,9.961,0.027,5.952,1.906,0.010,0.084,0.024,0.004,0.007,0.001,0.022,0.006,0.000,0.000,0.027,0.003,100.1,100.1,10.0,6.0,0.841,-,0.003,
MU19-30,12,10.041,0.012,5.946,1.945,0.007,0.048,0.015,0.001,0.005,0.002,0.018,0.002,0.002,0.000,0.014,0.003,100.1,100.1,10.1,6.0,0.850,-,0.031,
MU19-30,13,10.063,0.011,5.946,2.300,0.009,0.000,0.018,0.003,0.003,0.000,0.012,0.000,0.000,0.000,0.010,0.001,99.8,99.8,10.1,6.0,0.854,-,0.041,
MU19-30,14,9.985,0.025,5.957,2.186,0.012,0.000,0.025,0.002,0.002,0.002,0.019,0.003,0.001,0.000,0.015,0.001,100.7,100.7,10.0,6.0,0.851,-,0.032,
MU19-30,15,10.017,0.007,5.962,2.291,0.007,0.000,0.016,0.002,0.004,0.002,0.018,0.003,0.000,0.000,0.014,0.002,100.5,100.6,10.1,6.0,0.853,-,0.040,
MU19-30,16,10.027,0.016,5.948,2.249,0.011,0.000,0.021,0.002,0.008,0.000,0.020,0.000,0.000,0.000,0.019,0.001,100.3,100.3,10.1,6.0,0.846,-,0.017,
MU19-30,17,9.932,0.031,5.967,2.085,0.012,0.000,0.027,0.001,0.004,0.002,0.015,0.003,0.000,0.000,0.027,0.001,100.4,100.4,10.0,6.0,0.847,-,0.021,
MU19-30,18,9.965,0.015,5.970,2.076,0.010,0.000,0.021,0.003,0.006,0.003,0.018,0.001,0.000,0.000,0.016,0.004,100.6,100.6,10.0,6.0,0.848,-,0.024,
MU19-30,19,9.969,0.025,5.961,2.200,0.009,0.000,0.020,0.000,0.004,0.000,0.017,0.003,0.000,0.000,0.022,0.002,100.4,100.4,10.0,6.0,0.851,-,0.032,
MU19-30,20,9.981,0.011,5.964,1.872,0.011,0.118,0.022,0.000,0.002,0.002,0.020,0.001,0.000,0.000,0.016,0.009,100.3,100.3,10.0,6.0,0.847,-,0.020,
MU19-30,21,9.974,0.010,5.971,2.141,0.009,0.000,0.023,0.002,0.006,0.001,0.021,0.003,0.000,0.000,0.021,0.000,100.4,100.4,10.0,6.0,0.847,-,0.020,
MU19-30,22,9.978,0.016,5.968,2.349,0.010,0.000,0.025,0.000,0.008,0.000,0.023,0.003,0.000,0.000,0.014,0.000,100.4,100.4,10.0,6.0,0.844,-,0.012,
MU19-30,23,10.041,0.013,5.939,2.046,0.010,0.000,0.028,0.001,0.007,0.002,0.017,0.000,0.003,0.000,0.020,0.002,100.2,100.2,10.1,6.0,0.844,-,0.010,
MU19-30,24,9.994,0.010,5.961,2.058,0.010,0.000,0.026,0.002,0.003,0.002,0.018,0.001,0.002,0.001,0.021,0.003,100.3,100.3,10.0,6.0,0.850,-,0.029,
MU19-30,25,9.976,0.021,5.958,1.926,0.010,0.064,0.022,0.003,0.002,0.000,0.022,0.005,0.002,0.000,0.023,0.001,99.9,99.9,10.0,6.0,0.849,-,0.026,
MU19-30,26,9.981,0.019,5.963,2.053,0.013,0.000,0.025,0.002,0.003,0.001,0.015,0.000,0.004,0.000,0.016,0.001,100.2,100.3,10.0,6.0,0.850,-,0.029,
MU19-30,27,10.023,0.010,5.950,2.195,0.008,0.000,0.024,0.000,0.006,0.002,0.018,0.004,0.000,0.000,0.014,0.004,100.3,100.4,10.1,6.0,0.848,-,0.023,
MU19-30,28,10.053,0.016,5.938,1.910,0.009,0.081,0.019,0.000,0.005,0.001,0.017,0.000,0.001,0.000,0.018,0.002,100.1,100.1,10.1,6.0,0.847,-,0.020,
MU19-30,29,10.017,0.016,5.954,2.015,0.010,0.000,0.019,0.001,0.001,0.006,0.018,0.001,0.000,0.001,0.013,0.003,100.2,100.2,10.1,6.0,0.855,-,0.045,
MU19-30,30,9.998,0.021,5.953,2.201,0.011,0.000,0.024,0.001,0.006,0.002,0.018,0.003,0.000,0.001,0.020,0.000,100.2,100.2,10.0,6.0,0.847,-,0.020,
MU19-30,31,10.035,0.012,5.944,1.678,0.009,0.312,0.026,0.000,0.006,0.004,0.018,0.000,0.000,0.000,0.017,0.004,99.7,99.7,10.1,6.0,0.832,0.023,0.821,
MU19-30,32,9.983,0.017,5.956,1.896,0.010,0.094,0.027,0.002,0.008,0.002,0.021,0.000,0.002,0.000,0.019,0.004,100.1,100.1,10.0,6.0,0.838,0.006,0.822,
MU19-30,33,10.001,0.007,5.966,1.953,0.009,0.038,0.019,0.001,0.007,0.001,0.019,0.000,0.001,0.000,0.018,0.002,100.4,100.5,10.0,6.0,0.847,-,0.020,
MU19-30,34,10.033,0.013,5.942,2.277,0.011,0.000,0.030,0.000,0.006,0.000,0.014,0.007,0.000,0.000,0.015,0.003,100.7,100.7,10.1,6.0,0.844,-,0.013,
MU19-30,35,10.018,0.020,5.942,2.084,0.012,0.000,0.021,0.000,0.005,0.000,0.022,0.002,0.002,0.000,0.025,0.002,100.2,100.2,10.1,6.0,0.849,-,0.025,
MU19-33,1,10.017,0.001,5.974,2.242,0.003,0.000,0.019,0.000,0.003,0.000,0.006,0.000,0.000,0.000,0.004,0.005,101.3,101.3,10.0,6.0,0.855,-,0.045,
MU19-33,2,10.041,0.005,5.949,2.248,0.002,0.000,0.018,0.002,0.004,0.005,0.011,0.003,0.000,0.000,0.004,0.011,100.5,100.5,10.1,6.0,0.854,-,0.042,
MU19-33,3,10.026,0.003,5.962,2.066,0.006,0.000,0.017,0.000,0.006,0.001,0.008,0.000,0.000,0.000,0.002,0.011,100.4,100.4,10.0,6.0,0.852,-,0.037,
MU19-33,4,10.040,0.005,5.963,2.100,0.004,0.000,0.019,0.000,0.003,0.004,0.002,0.000,0.002,0.000,0.002,0.003,101.0,101.0,10.1,6.0,0.856,-,0.048,
MU19-33,5,10.029,0.001,5.964,2.021,0.005,0.000,0.015,0.000,0.008,0.001,0.011,0.000,0.000,0.001,0.005,0.007,100.3,100.3,10.1,6.0,0.850,-,0.031,
MU19-33,6,10.032,0.020,5.958,1.968,0.003,0.029,0.014,0.000,0.005,0.000,0.002,0.001,0.003,0.000,0.001,0.003,99.9,99.9,10.0,6.0,0.854,-,0.042,
MU19-33,7,10.029,0.005,5.972,1.781,0.003,0.215,0.019,0.000,0.003,0.002,0.006,0.000,0.000,0.000,0.002,0.000,100.2,100.2,10.0,6.0,0.846,-,0.017,
MU19-33,8,10.058,0.006,5.955,1.924,0.003,0.073,0.020,0.000,0.004,0.000,0.005,0.000,0.001,0.000,0.001,0.004,100.2,100.2,10.1,6.0,0.850,-,0.031,
MU19-33,9,10.030,0.004,5.960,1.994,0.002,0.004,0.014,0.000,0.000,0.002,0.013,0.000,0.001,0.000,0.004,0.010,100.7,100.7,10.1,6.0,0.860,-,0.062,
MU19-33,10,10.043,0.004,5.959,1.937,0.002,0.060,0.019,0.002,0.004,0.000,0.005,0.001,0.002,0.000,0.004,0.004,100.4,100.4,10.1,6.0,0.852,-,0.036,
MU19-33,11,10.059,0.007,5.952,1.888,0.003,0.109,0.020,0.001,0.007,0.004,0.007,0.002,0.000,0.000,0.003,0.001,99.8,99.8,10.1,6.0,0.846,-,0.016,
MU19-33,12,10.013,0.007,5.974,2.178,0.005,0.000,0.017,0.001,0.006,0.000,0.000,0.000,0.000,0.000,0.006,0.001,101.1,101.1,10.0,6.0,0.852,-,0.038,
MU19-33,13,10.049,0.002,5.948,2.022,0.006,0.000,0.016,0.000,0.004,0.002,0.015,0.003,0.000,0.000,0.000,0.014,100.9,100.9,10.1,6.0,0.854,-,0.044,
MU19-33,14,10.044,0.011,5.957,1.989,0.006,0.004,0.020,0.000,0.005,0.000,0.002,0.003,0.001,0.001,0.005,0.001,100.3,100.3,10.1,6.0,0.852,-,0.037,
MU19-33,15,10.040,0.007,5.957,2.146,0.003,0.000,0.020,0.001,0.004,0.002,0.007,0.002,0.000,0.000,0.009,0.003,100.5,100.5,10.1,6.0,0.853,-,0.041,
MU19-33,16,10.086,0.006,5.939,1.673,0.004,0.323,0.019,0.000,0.004,0.000,0.008,0.001,0.001,0.001,0.008,0.003,100.1,100.1,10.1,6.0,0.839,0.003,0.827,
MU19-33,17,10.006,0.005,5.967,1.876,0.003,0.121,0.019,0.002,0.002,0.000,0.004,0.002,0.004,0.000,0.006,0.008,100.5,100.5,10.0,6.0,0.851,-,0.032,
MU19-33,18,10.027,0.000,5.970,2.022,0.006,0.000,0.019,0.000,0.001,0.000,0.004,0.001,0.000,0.000,0.001,0.008,100.5,100.5,10.0,6.0,0.857,-,0.054,
MU19-33,19,10.040,0.007,5.960,1.766,0.004,0.230,0.019,0.002,0.005,0.000,0.003,0.000,0.001,0.000,0.004,0.004,100.3,100.3,10.1,6.0,0.843,-,0.008,
MU19-33,20,10.039,0.012,5.951,2.068,0.003,0.000,0.016,0.002,0.005,0.000,0.006,0.000,0.000,0.000,0.008,0.007,100.5,100.5,10.1,6.0,0.854,-,0.042,
MU19-33,21,10.051,0.002,5.963,2.058,0.005,0.000,0.017,0.002,0.004,0.001,0.005,0.000,0.000,0.000,0.000,0.004,100.5,100.5,10.1,6.0,0.855,-,0.045,
MU19-33,22,10.062,0.004,5.954,1.814,0.003,0.183,0.022,0.003,0.008,0.003,0.001,0.003,0.000,0.001,0.003,0.000,99.9,99.9,10.1,6.0,0.840,-,0.001,
MU19-33,23,10.007,0.006,5.974,2.066,0.003,0.000,0.025,0.001,0.006,0.001,0.005,0.001,0.001,0.000,0.001,0.002,100.6,100.6,10.0,6.0,0.850,-,0.029,
MU19-33,24,10.040,0.005,5.956,2.064,0.003,0.000,0.016,0.001,0.002,0.001,0.006,0.002,0.000,0.000,0.003,0.010,100.4,100.4,10.1,6.0,0.858,-,0.054,
MU19-33,25,10.025,0.003,5.965,2.062,0.002,0.000,0.021,0.001,0.002,0.000,0.006,0.002,0.000,0.000,0.001,0.008,101.1,101.1,10.0,6.0,0.855,-,0.047,
MU19-33,26,9.975,0.064,5.924,2.067,0.004,0.000,0.023,0.000,0.006,0.000,0.004,0.007,0.001,0.000,0.025,0.002,100.4,100.4,10.0,6.0,0.849,-,0.026,
MU19-33,27,10.001,0.005,5.972,1.841,0.005,0.154,0.020,0.000,0.007,0.003,0.004,0.002,0.000,0.001,0.002,0.007,100.7,100.7,10.0,6.0,0.843,-,0.009,
MU19-33,28,10.081,0.007,5.940,2.142,0.006,0.000,0.018,0.000,0.004,0.000,0.002,0.001,0.004,0.000,0.005,0.006,100.9,100.9,10.1,6.0,0.853,-,0.041,
MU19-33,29,10.040,0.005,5.953,2.221,0.004,0.000,0.020,0.004,0.005,0.001,0.004,0.001,0.004,0.001,0.007,0.006,101.2,101.2,10.1,6.0,0.852,-,0.035,
MU19-33,30,10.070,0.003,5.955,1.952,0.006,0.042,0.020,0.001,0.005,0.000,0.006,0.002,0.000,0.000,0.003,0.000,99.8,99.8,10.1,6.0,0.850,-,0.030,
MU19-33,31,10.053,0.004,5.951,1.651,0.006,0.343,0.016,0.000,0.003,0.000,0.012,0.000,0.005,0.001,0.006,0.007,100.1,100.1,10.1,6.0,0.840,-,0.001,
MU19-33,32,10.074,0.001,5.944,2.251,0.005,0.000,0.019,0.002,0.003,0.000,0.007,0.003,0.001,0.001,0.001,0.009,100.4,100.4,10.1,6.0,0.855,-,0.046,
MU19-33,33,10.063,0.007,5.952,1.756,0.005,0.239,0.020,0.000,0.002,0.002,0.004,0.000,0.003,0.000,0.002,0.003,99.8,99.8,10.1,6.0,0.845,-,0.014,
